harass5,emailmin,emailhr,educ,polviews,advfront,snapchat,instagrm,wrkstat
No,NA,NA,12,Moderate,NA,Yes,Yes,Working fulltime
NA,0,7,12,Conservative,Disagree,NA,NA,Working fulltime
No,0,1,16,Moderate,NA,No,No,Working fulltime
NA,0,2,14,Liberal,Strongly agree,NA,NA,Working parttime
NA,0,3,14,Moderate,Agree,No,No,Working parttime
NA,0,15,18,Slightly liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,9,Moderate,NA,No,No,Keeping house
NA,0,8,18,Liberal,Agree,NA,NA,Working parttime
No,NA,NA,20,Moderate,NA,No,No,Working fulltime
NA,0,1,16,Slightly liberal,Strongly agree,No,No,Working fulltime
NA,0,10,17,Slightly liberal,Agree,NA,NA,Working parttime
No,NA,NA,16,Slghtly conservative,NA,No,Yes,Working fulltime
No,0,0,12,Moderate,NA,No,No,Working parttime
No,NA,NA,12,Moderate,NA,Yes,Yes,Working parttime
NA,0,1,14,Moderate,Strongly agree,Yes,No,Working fulltime
NA,0,1,14,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
No,0,1,14,Conservative,NA,No,No,Working fulltime
NA,0,12,12,Conservative,Disagree,No,No,Retired
No,0,1,16,Slightly liberal,NA,No,No,Keeping house
NA,0,4,12,Slightly liberal,Agree,NA,NA,Working fulltime
No,NA,NA,9,Extrmly conservative,NA,No,No,Retired
No,10,0,12,Slghtly conservative,NA,No,No,Working fulltime
Yes,NA,NA,11,Moderate,NA,No,Yes,Working fulltime
NA,0,1,12,Conservative,Agree,No,No,Other
NA,0,7,14,Moderate,Agree,NA,NA,School
NA,0,5,12,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,0,30,12,Moderate,Strongly agree,Yes,No,Working fulltime
NA,30,1,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Conservative,NA,NA,NA,Retired
No,0,1,14,Conservative,NA,No,No,Retired
NA,0,0,18,Slghtly conservative,Strongly agree,NA,NA,Retired
No,NA,NA,13,Moderate,NA,NA,NA,Working fulltime
Yes,0,10,12,Moderate,NA,NA,NA,Working fulltime
No,NA,NA,10,Conservative,NA,NA,NA,Other
NA,NA,NA,14,Extremely liberal,Disagree,NA,NA,Retired
NA,0,5,16,Slghtly conservative,Strongly agree,No,No,Keeping house
No,0,0,12,Conservative,NA,NA,NA,Retired
NA,NA,NA,10,Slightly liberal,Agree,NA,NA,Keeping house
No,0,1,12,Slghtly conservative,NA,No,No,Retired
NA,NA,NA,12,Moderate,Agree,NA,NA,Working fulltime
NA,NA,NA,12,Conservative,Strongly agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,13,Moderate,NA,NA,NA,Other
NA,0,2,17,Moderate,Strongly agree,Yes,Yes,Working fulltime
NA,0,0,10,Moderate,Agree,NA,NA,"Unempl, laid off"
NA,0,5,20,Moderate,Agree,NA,NA,"Unempl, laid off"
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
NA,0,2,14,Moderate,Agree,Yes,Yes,Working fulltime
No,NA,NA,20,Conservative,NA,No,No,Working fulltime
NA,0,0,11,Slightly liberal,Disagree,No,No,Keeping house
NA,NA,NA,11,Slightly liberal,Strongly disagree,NA,NA,Keeping house
Yes,NA,NA,19,Slightly liberal,NA,Yes,No,Working fulltime
No,NA,NA,8,Conservative,NA,NA,NA,"Unempl, laid off"
No,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
No,10,0,12,Moderate,NA,No,Yes,Working fulltime
NA,0,14,16,Moderate,Agree,NA,NA,Working fulltime
NA,NA,NA,8,Conservative,Disagree,NA,NA,Retired
NA,0,0,12,Extrmly conservative,Disagree,NA,NA,Working fulltime
No,0,0,12,Slghtly conservative,NA,Yes,No,Working fulltime
No,NA,NA,10,Slghtly conservative,NA,NA,NA,Retired
NA,0,0,12,Moderate,Strongly agree,NA,NA,Working fulltime
NA,0,5,13,Moderate,Agree,NA,NA,Working fulltime
NA,0,8,14,Slghtly conservative,Agree,NA,NA,Working fulltime
NA,0,5,12,Slghtly conservative,Agree,NA,NA,Working fulltime
No,0,2,13,Slghtly conservative,NA,No,No,Working fulltime
NA,NA,NA,10,Moderate,Agree,NA,NA,Other
NA,0,0,10,Slightly liberal,Agree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
No,0,0,9,Extrmly conservative,NA,No,No,Retired
NA,0,0,12,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,16,Moderate,NA,No,No,Working fulltime
No,0,5,20,Liberal,NA,No,No,Retired
NA,0,10,16,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,18,Liberal,NA,No,No,Retired
NA,0,12,20,Liberal,Agree,No,No,Working fulltime
NA,0,2,18,Moderate,Agree,NA,NA,Retired
No,NA,NA,16,Conservative,NA,Yes,No,Working fulltime
NA,0,30,10,Conservative,Agree,No,No,Working fulltime
No,NA,NA,16,Extremely liberal,NA,No,No,Keeping house
NA,NA,NA,10,Slghtly conservative,Agree,NA,NA,Retired
No,NA,NA,14,Slightly liberal,NA,NA,NA,Retired
NA,0,0,7,Moderate,Agree,NA,NA,Keeping house
NA,0,5,16,Conservative,Disagree,NA,NA,Working fulltime
No,0,40,13,Liberal,NA,No,No,Working fulltime
NA,0,1,17,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,16,Conservative,NA,No,No,Working fulltime
NA,0,1,15,Conservative,Agree,No,No,School
Yes,NA,NA,16,Moderate,NA,NA,NA,Working fulltime
No,NA,NA,12,Liberal,NA,No,No,Working parttime
Does not apply (i do not have a job/superior/co-worker),0,3,12,Slghtly conservative,NA,No,No,Retired
NA,0,1,13,Slightly liberal,Agree,NA,NA,Working fulltime
No,NA,NA,17,Extrmly conservative,NA,No,No,Working fulltime
NA,0,20,12,Moderate,Strongly agree,Yes,No,Working parttime
NA,0,7,20,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,18,Moderate,NA,No,No,Working fulltime
No,0,0,10,Conservative,NA,NA,NA,Retired
NA,0,5,18,Moderate,Agree,NA,NA,Keeping house
Yes,NA,NA,20,Moderate,NA,No,No,Working fulltime
No,NA,NA,10,Moderate,NA,No,No,Working parttime
No,10,0,12,Slghtly conservative,NA,NA,NA,Keeping house
NA,0,7,16,Extremely liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Extrmly conservative,NA,NA,NA,Retired
Yes,NA,NA,12,Conservative,NA,NA,NA,Working parttime
No,NA,NA,11,Conservative,NA,NA,NA,Retired
NA,0,3,18,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,13,Slghtly conservative,NA,No,No,Retired
No,NA,NA,15,Slghtly conservative,NA,No,Yes,Working parttime
NA,0,12,16,Conservative,Strongly agree,NA,NA,Working fulltime
No,0,0,12,Liberal,NA,No,No,Working parttime
NA,0,0,9,Moderate,Agree,NA,NA,Keeping house
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
NA,0,15,14,Moderate,Agree,NA,NA,Working fulltime
NA,0,10,15,Moderate,Agree,NA,NA,Working fulltime
Yes,NA,NA,12,Extrmly conservative,NA,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
No,0,1,15,Liberal,NA,No,No,Working fulltime
NA,0,1,18,Extremely liberal,Agree,NA,NA,Working fulltime
No,0,2,15,Moderate,NA,No,No,"Unempl, laid off"
No,NA,NA,12,Moderate,NA,No,Yes,Keeping house
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,30,0,13,Slightly liberal,Agree,NA,NA,Retired
NA,NA,NA,15,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,10,Slghtly conservative,NA,No,No,Working fulltime
No,0,5,12,Conservative,NA,No,No,Working fulltime
NA,0,0,10,Slghtly conservative,Disagree,NA,NA,Keeping house
NA,NA,NA,12,Conservative,Agree,NA,NA,Retired
No,NA,NA,9,Slightly liberal,NA,NA,NA,Keeping house
No,0,1,12,Conservative,NA,No,No,Working fulltime
NA,NA,NA,9,NA,Agree,NA,NA,Other
No,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
NA,0,4,15,Conservative,Agree,No,No,Working fulltime
No,0,0,12,Moderate,NA,No,No,Keeping house
NA,0,0,12,Moderate,Disagree,NA,NA,Working fulltime
NA,0,0,13,Moderate,Disagree,NA,NA,Working fulltime
No,0,0,12,Slightly liberal,NA,NA,NA,Working fulltime
No,NA,NA,8,Moderate,NA,No,No,Keeping house
No,NA,NA,8,Conservative,NA,NA,NA,Keeping house
NA,NA,NA,15,Moderate,Agree,NA,NA,Working parttime
NA,NA,NA,8,Moderate,Agree,NA,NA,Working fulltime
No,0,8,11,Moderate,NA,Yes,Yes,Keeping house
NA,0,4,12,Moderate,Agree,NA,NA,Working fulltime
NA,0,0,12,Moderate,Agree,NA,NA,Working fulltime
No,0,0,14,Slghtly conservative,NA,NA,NA,Retired
NA,20,0,9,Moderate,Agree,NA,NA,Temp not working
Yes,NA,NA,11,Moderate,NA,Yes,No,Keeping house
No,NA,NA,12,Liberal,NA,No,No,Working fulltime
Yes,0,2,12,Moderate,NA,Yes,Yes,"Unempl, laid off"
NA,0,1,12,Conservative,Agree,No,No,Working fulltime
NA,0,0,12,Extremely liberal,Agree,NA,NA,Working parttime
No,NA,NA,9,Liberal,NA,NA,NA,Working fulltime
No,NA,NA,12,Extremely liberal,NA,No,No,Keeping house
No,NA,NA,12,Slghtly conservative,NA,No,No,Working fulltime
NA,0,30,14,Conservative,Agree,No,No,Working fulltime
NA,0,5,19,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,11,Moderate,NA,NA,NA,Working parttime
Yes,NA,NA,13,Moderate,NA,Yes,Yes,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,30,0,11,Liberal,Strongly agree,NA,NA,Working fulltime
NA,30,1,12,Slghtly conservative,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,0,12,12,Moderate,Disagree,NA,NA,Keeping house
NA,0,8,11,Extremely liberal,Agree,NA,NA,Keeping house
No,NA,NA,12,Slightly liberal,NA,Yes,Yes,Working fulltime
NA,0,0,10,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,11,Extrmly conservative,NA,NA,NA,Retired
NA,NA,NA,11,Moderate,Strongly agree,NA,NA,Temp not working
No,NA,NA,12,Extrmly conservative,NA,NA,NA,Keeping house
NA,0,4,12,NA,Agree,No,No,Working parttime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Extrmly conservative,NA,NA,NA,Keeping house
NA,40,0,12,Slghtly conservative,Agree,NA,NA,Keeping house
No,NA,NA,14,Conservative,NA,NA,NA,Retired
NA,10,0,10,Moderate,Strongly agree,NA,NA,Keeping house
NA,0,1,16,Extrmly conservative,Disagree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
NA,NA,NA,10,Liberal,Disagree,NA,NA,Retired
NA,30,0,14,Conservative,Agree,NA,NA,Retired
NA,NA,NA,12,Conservative,Agree,NA,NA,Retired
No,0,1,6,Moderate,NA,No,No,Working fulltime
NA,0,1,12,Moderate,Agree,NA,NA,Keeping house
NA,NA,NA,NA,Moderate,Agree,NA,NA,Keeping house
NA,NA,NA,12,Slghtly conservative,Disagree,NA,NA,Retired
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working parttime
No,0,4,12,Moderate,NA,NA,NA,Working fulltime
NA,NA,NA,13,Moderate,Agree,NA,NA,Keeping house
No,NA,NA,8,Extrmly conservative,NA,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,No,No,Keeping house
Yes,NA,NA,12,Moderate,NA,No,No,Working fulltime
No,0,0,12,Moderate,NA,NA,NA,Working parttime
NA,0,0,16,Conservative,Strongly agree,NA,NA,Keeping house
NA,0,1,12,Slightly liberal,Disagree,NA,NA,"Unempl, laid off"
No,30,2,18,Liberal,NA,NA,NA,Working parttime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
Yes,0,40,19,Conservative,NA,No,No,Working fulltime
Yes,0,0,18,Moderate,NA,NA,NA,Working fulltime
NA,0,4,16,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,13,Conservative,NA,No,No,Working fulltime
Yes,NA,NA,15,Moderate,NA,No,No,Working parttime
No,NA,NA,12,Conservative,NA,NA,NA,Working fulltime
No,NA,NA,9,Extrmly conservative,NA,NA,NA,Retired
NA,0,1,10,Conservative,Agree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,Yes,Yes,Other
NA,NA,NA,12,Moderate,Agree,NA,NA,Retired
NA,0,1,12,Moderate,Strongly agree,NA,NA,Retired
NA,30,0,12,Moderate,Disagree,Yes,Yes,Other
NA,0,2,20,Extrmly conservative,Agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Moderate,NA,No,No,Retired
No,0,4,16,Slghtly conservative,NA,No,No,Working fulltime
NA,0,1,16,Liberal,Agree,No,No,Working fulltime
NA,0,0,12,Conservative,Disagree,NA,NA,Working fulltime
No,NA,NA,18,Moderate,NA,No,Yes,Working fulltime
No,NA,NA,8,Moderate,NA,NA,NA,Other
NA,0,7,18,Moderate,Agree,NA,NA,Retired
Yes,NA,NA,14,Moderate,NA,No,No,Working fulltime
NA,0,10,16,Extremely liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,11,Slightly liberal,NA,No,No,Working fulltime
NA,0,20,16,Moderate,Agree,No,No,Working fulltime
Yes,0,8,16,Liberal,NA,No,No,Working fulltime
NA,0,10,16,Liberal,Agree,No,No,Retired
No,NA,NA,18,Slightly liberal,NA,No,No,Working fulltime
No,NA,NA,14,Moderate,NA,No,No,Working fulltime
NA,NA,NA,14,Slghtly conservative,Strongly agree,NA,NA,Retired
NA,0,2,14,Liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Conservative,NA,No,No,Working parttime
No,NA,NA,7,Conservative,NA,NA,NA,Working parttime
NA,0,5,14,Slghtly conservative,Strongly agree,NA,NA,Working fulltime
Yes,NA,NA,17,Extremely liberal,NA,No,No,Working parttime
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
NA,0,6,14,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
NA,0,20,12,Moderate,Strongly agree,No,No,Working fulltime
NA,0,10,16,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,11,Moderate,NA,NA,NA,Retired
NA,0,5,15,Liberal,Strongly agree,Yes,Yes,School
NA,0,1,15,Extremely liberal,Strongly agree,NA,NA,Working fulltime
Yes,0,12,12,Moderate,NA,No,No,Working fulltime
NA,0,4,15,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working parttime
NA,0,1,13,Moderate,Agree,NA,NA,Retired
No,NA,NA,12,Conservative,NA,NA,NA,Retired
NA,0,20,20,Extremely liberal,Agree,No,Yes,Working fulltime
NA,0,2,15,Conservative,Disagree,NA,NA,Working fulltime
No,0,0,14,Moderate,NA,NA,NA,Keeping house
NA,0,1,14,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,16,Slghtly conservative,NA,No,No,Retired
